WBID,name,type,OC,OC_num,MC,MC_num,RBD,RBD_num
GB109054043712,Bow Bk - Shell to conf R Avon,River,Avon - Midlands West,3018,Avon Warwickshire,3007,Severn,9
GB109054039810,Tirle Brook - source to the conf River Swilgate,River,Avon - Midlands West,3018,Avon Warwickshire,3007,Severn,9
GB109054039341,Bretforton Bk - source to conf Broadway-Badsey Bk,River,Avon - Midlands West,3018,Avon Warwickshire,3007,Severn,9
GB109054039460,Harvington Bk - source to conf R Avon,River,Avon - Midlands West,3018,Avon Warwickshire,3007,Severn,9
GB109054044403,"Avon conf Workman Br, Evesham to conf R Severn",River,Avon - Midlands West,3018,Avon Warwickshire,3007,Severn,9
GB109054039450,"Piddle Bk - conf Whitsun Bk to Home Fm, Pinvin",River,Avon - Midlands West,3018,Avon Warwickshire,3007,Severn,9
GB109054039631,Isbourne - source to conf R Avon,River,Avon - Midlands West,3018,Avon Warwickshire,3007,Severn,9
GB109054043680,Arrow - conf R Alne to conf R Avon,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043760,Alne conf Preston Bagot Bk to conf Claverdon Bk,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043890,"Arrow - source to Spernall Hall Fm, Studley",River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043780,"Arrow - Spernall Hall Fm, Studley to conf R Alne",River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044540,Sowe - conf Withy Bk to conf R Avon,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB30937926,Coombe Pool,Lake,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043830,Alne - source to conf Preston Bagot Bk,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043860,Batchley Bk - source to conf R Arrow,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044700,Sowe - source to conf Breach Bk,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043720,Alne - conf Claverdon Bk to conf R Arrow,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044630,Smite Bk - source to conf R Sowe,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044520,Canley Bk - source to conf with Finham Bk,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043850,Preston Bagot Bk - source to conf R Alne,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043750,Cain Bk - source to conf R Arrow,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044640,Withy Bk - source to conf R Sowe,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044660,Sowe - conf Breach Bk to conf Withy Bk,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044690,Breach Bk - source to conf R Sowe,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044620,Sherbourne - source to conf R Sowe,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044480,Finham Bk - conf Canley Bk to conf R Sowe,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043810,Claverdon Bk - source to conf R Alne,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054044470,Finham Bk - source to conf Canley Bk,River,Avon Urban Rivers and Lakes,3021,Avon Warwickshire,3007,Severn,9
GB109054043920,Avon - ClaycotonYelvertoft Bk to conf R Sowe,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043910,Claycoton-Yelvertoft Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044150,Rains Bk - source to conf R Leam,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039840,Knee Bk - conf Blockley Bk to conf R Stour,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044140,Leam - conf R Itchen to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039470,Noleham Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043730,Sherbourne Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043930,Avon (Warks) - source to Claycoton-Yelvertoft Bk,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043690,Thelsford Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039830,Blockley Bk - source to conf Knee Bk,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043880,Sow Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044120,Leam - source to conf Rains Bk,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044090,Stowe - source to conf R Itchen,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039540,Dene - Butlers Marston to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039860,Stour (Warks) - source to conf Nethercote Bk,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044130,Leam - conf Rains Bk to conf R Itchen,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039820,Nethercote Bk - source to conf R Stour,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039922,Stour - conf Nethercote Bk to conf Back Bk,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039501,Dene - source to Butlers Marston,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043740,Tach Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044080,Radford Bk - source to conf R Leam,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB30937864,Stanford Reservoir,Lake,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044401,Avon- Tramway Br Stratford to Workman Br Evesham,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039870,Knee Bk - source to conf Blockley Bk,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043900,Clifton Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB30938250,Draycote Water,Lake,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039921,Stour - conf Back Bk to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044110,Itchen - conf R Stowe to conf R Leam,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043800,Gog Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039490,Marchfont Bk - source to conf R Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044070,Itchen - source to conf with R Stowe,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043840,Avon (Warks) - conf R Sowe to conf R Leam,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054044402,"Avon (Wark) conf R Leam to Tramway Br, Stratford",River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054039890,Wagtail Bk - source to conf R Stour (Warks),River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054043940,Swift source to conf Avon,River,Avon Rural Rivers and Lakes,3020,Avon Warwickshire,3007,Severn,9
GB109054055060,Afon Cynllaith - source to conf Afon Tanat,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054050050,Afon Tanat - conf Afon Rhaeadr to conf Afon Vyrnwy,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054055040,Afon Rhaeadr - source to conf Afon Tanat,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054049960,Afon Tanat - conf Hirnant to conf Afon Rhaeadr,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054055050,Afon Iwrch - source to conf Afon Tanat,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054050020,Afon Tanat - source to conf Afon Eirth,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054050000,Afon Tanat - conf Afon Eirth to conf Hirnant,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054050040,Afon Eirth - source to conf Afon Tanat,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054049920,Hirnant - source to conf Afon Tanat,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054049800,Afon Vyrnwy - conf Afon Tanat to conf R Severn,River,Tanat,3439,Severn Uplands,3076,Severn,9
GB109054049610,Nant Rhyd-y-Moch - source to conf Guilsfield Bk,River,Severn Camlad to Trederwen,3397,Severn Uplands,3076,Severn,9
GB109054049560,Lledan Bk - source to conf R Severn,River,Severn Camlad to Trederwen,3397,Severn Uplands,3076,Severn,9
GB109054049710,Bele Bk - source to conf R Severn,River,Severn Camlad to Trederwen,3397,Severn Uplands,3076,Severn,9
GB109054049700,Severn - conf R Camlad to conf Bele Bk,River,Severn Camlad to Trederwen,3397,Severn Uplands,3076,Severn,9
GB109054049660,Pwll Trewern - source to conf R Severn,River,Severn Camlad to Trederwen,3397,Severn Uplands,3076,Severn,9
GB109054049730,Neath Bk - source to conf Bele Bk,River,Severn Camlad to Trederwen,3397,Severn Uplands,3076,Severn,9
GB109054049670,Guilsfield Bk - source to conf Nant Rhyd-y-Moch,River,Severn Camlad to Trederwen,3397,Severn Uplands,3076,Severn,9
GB109054049600,Afon Gam - conf Cledan to conf Afon Banwy,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049840,Afon Einion - source to conf Afon Banwy,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049740,Afon Twrch - source to conf Afon Banwy,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049520,Cledan - source to conf Afon Gam,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049650,Afon Banwy - conf Afon Twrch to conf Afon Gam,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049550,Tributary - source to conf Afon Banwy,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049690,Afon Banwy - source to conf Afon Twrch,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049590,Afon Gam - source to conf Cledan,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054049851,Afon Banwy,River,Banwy,3024,Severn Uplands,3076,Severn,9
GB109054044800,Afon Lwyd - source to conf Llyn Clywedog,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054044840,Afon Cerist - conf Afon Trannon to conf R Severn,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054044760,Afon Clywedog - Clywedog Dam to R Severn,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054044790,Severn - source to conf Afon Dulas,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054044650,Nant Feinion - source to conf R Severn,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB30937446,Llyn Clywedog,Lake,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054044720,Afon Cerist - source to conf Afon Trannon,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054049370,Afon Cwm-llwyd - source to conf Afon Carno,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054049230,Afon Trannon - source to nr Argoed,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054044580,Afon Dulas - source to conf R Severn,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054049300,Afon Carno - source to conf Afon Cwm-llwyd,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054049250,Afon Carno - conf Afon Cwm-llwyd to conf R Severn,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054044870,Afon Clwedog - source to conf Afon Lwyd,River,Severn source to Trannon,3402,Severn Uplands,3076,Severn,9
GB109054049410,Afon Rhiw (conf N and S arm) to conf R Severn,River,Rhiw,3375,Severn Uplands,3076,Severn,9
GB109054049470,Afon Rhiw (N Arm) - Llyn y Bugail to Dwyrhiew,River,Rhiw,3375,Severn Uplands,3076,Severn,9
GB109054049350,Afon Rhiw (S arm) - Ty-newydd to Dwyrhiew,River,Rhiw,3375,Severn Uplands,3076,Severn,9
GB109054049630,Rea Bk - conf Pontesford Bk to conf R Severn,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB109054049640,Westbury Bk - source to conf Rea Bk,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB109054049480,Minsterley Bk - source to conf Rea Bk,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB30936578,Shomere Pool,Lake,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB109054049540,Rea Bk - conf Rowley Bk to conf Minsterley Bk,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB30936544,Bomere Pool,Lake,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB109054049570,Rea Bk - conf Minsterley Bk to conf Pontesford Bk,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB109054049580,Rowley Bk - source to conf Rea Bk,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB109054049450,Rea Bk - source to conf Rowley Bk,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB30936881,Marton Pool,Lake,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB109054049500,Pontesford Bk - source to conf Rea Bk,River,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB30936566,Betton Pool,Lake,Rea Brook,3370,Severn Uplands,3076,Severn,9
GB30935568,Llyn Efyrnwy,Lake,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049880,Vrynwy - Lake Vrynwy to conf Afon Cownwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049890,Eunant - source to Lake Vyrnwy (Pont Eunant),River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049760,Nant Llwydiarth - source to conf Afon Vyrnwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049720,Afon Vyrnwy - conf Afon Cownwy to conf Afon Banwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049620,Yr Hafesb - source to conf Afon Banwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049810,Afon Hirddu - source to Lake Vyrnwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049990,Afon Cedig - source to Lake Vyrnwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049970,Afon Nadroedd - source to Lake Vyrnwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049750,Afon Cownwy - source to conf Afon Vyrnwy,River,Vrynwy,3513,Severn Uplands,3076,Severn,9
GB109054049770,Nant Alan - source to conf Afon Cain,River,Cain,3061,Severn Uplands,3076,Severn,9
GB109054049820,Afon Cain - conf Nant Fyllon to conf The Brogan,River,Cain,3061,Severn Uplands,3076,Severn,9
GB109054049780,The Brogan - source to conf Afon Cain,River,Cain,3061,Severn Uplands,3076,Severn,9
GB109054049860,Nant Fyllon - source to conf Afon Cain,River,Cain,3061,Severn Uplands,3076,Severn,9
GB109054049790,Afon Cain - conf The Brogan to conf Afon Vyrnwy,River,Cain,3061,Severn Uplands,3076,Severn,9
GB109054049852,Afon Vyrnwy DS of Banwy confluence,River,Cain,3061,Severn Uplands,3076,Severn,9
GB109054049142,Severn - conf Bele Bk to conf Sundorne Bk,River,Morda and Severn North Shropshire,3321,Severn Uplands,3076,Severn,9
GB109054049930,Morda - conf unnamed trib to conf Afon Vyrn,River,Morda and Severn North Shropshire,3321,Severn Uplands,3076,Severn,9
GB109054055070,Morda - source to conf unnamed trib,River,Morda and Severn North Shropshire,3321,Severn Uplands,3076,Severn,9
GB109054050010,Oswestry Bk,River,Morda and Severn North Shropshire,3321,Severn Uplands,3076,Severn,9
GB30935570,Morton Pool,Lake,Morda and Severn North Shropshire,3321,Severn Uplands,3076,Severn,9
GB109054049980,Morda trib - Morton Common,River,Morda and Severn North Shropshire,3321,Severn Uplands,3076,Severn,9
GB109054049940,Weir Bk - source to conf R Severn,River,Morda and Severn North Shropshire,3321,Severn Uplands,3076,Severn,9
GB109054044730,Mochdre Bk - source to conf R Severn,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054049220,Nant Rhyd-ros lan - source to conf R Severn,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054049310,Severn - conf Afon Dulas to conf R Camlad,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054044920,Highgate Bk - source to conf Bechan Bk,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054044900,Tributary - source to conf R Severn,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054044850,The Mule - source to conf R Severn,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054044880,Bechan Bk - conf Highgate Bk to conf R Severn,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054049320,Llifior Bk - source to conf R Severn,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054049330,Bechan Bk - source to conf Highgate Bk,River,Severn Trannon to Camlad,3403,Severn Uplands,3076,Severn,9
GB109054049430,Coundmoor Bk - source to conf Cound Bk,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054049270,Cound Bk trib - Betchcott,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054049260,Cound Bk - source to conf unnamed trib,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054049490,Cound Bk - conf unnamed trib to conf Condover Br,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054049460,Cound Bk trib - Stapleton,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054049420,Row Bk - source to conf Cound Bk,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054049510,Cound Bk - Condover Br to conf R Severn,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054049400,Cound Bk - conf unnamed trib to conf unnamed trib,River,Cound Brook,3110,Severn Uplands,3076,Severn,9
GB109054044910,Camlad - source to conf Caebitra Bk,River,Camlad,3067,Severn Uplands,3076,Severn,9
GB109054044860,Caebitra Bk - source to conf R Camlad,River,Camlad,3067,Severn Uplands,3076,Severn,9
GB109054049380,Camlad - conf Caebitra Bk to conf R Severn,River,Camlad,3067,Severn Uplands,3076,Severn,9
GB109054049290,Tributary - source to conf R Camlad,River,Camlad,3067,Severn Uplands,3076,Severn,9
GB109054049440,Aylesford Bk - source to conf R Camlad,River,Camlad,3067,Severn Uplands,3076,Severn,9
GB41101G202400,Dee Permo-Triassic Sandstone,Groundwater,Dee Permo-Triassic Sandstone,1053,Dee GW,1005,Dee,11
GB111067051600,Morlas Brook,River,Ceiriog,3075,Dee,3024,Dee,11
GB111067051930,Shell Brook,River,Ceiriog,3075,Dee,3024,Dee,11
GB111067056930,Finchetts Gutter,River,Dee Estuary,3127,Dee,3024,Dee,11
GB111067052150,Balderton drain,River,Dee Estuary,3127,Dee,3024,Dee,11
GB111067056960,Shotwick Brook,River,Dee Estuary,3127,Dee,3024,Dee,11
GB111067052090,Worthenbury Brook - lower,River,Worthenbury,3545,Dee,3024,Dee,11
GB111067052230,Wych Brook,River,Worthenbury,3545,Dee,3024,Dee,11
GB111067052200,Worthenbury Brook - upper,River,Worthenbury,3545,Dee,3024,Dee,11
GB111067052120,Aldford Brook,River,Dee Lower Chester Weir to Ceiriog,3129,Dee,3024,Dee,11
GB111067052140,Henlake Brook,River,Dee Lower Chester Weir to Ceiriog,3129,Dee,3024,Dee,11
GB112071065070,Hyndburn Brook - Lower,River,Calder,3062,Ribble,3070,North West,12
GB31230591,Swinden Higher Reservoir,Lake,Calder,3062,Ribble,3070,North West,12
GB112071065140,Sabden Brook,River,Calder,3062,Ribble,3070,North West,12
GB31230600,Dean Clough Reservoir,Lake,Calder,3062,Ribble,3070,North West,12
GB112071065050,Hyndburn Brook - Upper,River,Calder,3062,Ribble,3070,North West,12
GB31230812,Mitchells House Reservoir No 1,Lake,Calder,3062,Ribble,3070,North West,12
GB112071065490,Calder - Pendle Water to conf Ribble,River,Calder,3062,Ribble,3070,North West,12
GB112071065120,Calder - conf Brun to Pendle Water,River,Calder,3062,Ribble,3070,North West,12
GB112071065040,Hyndburn,River,Calder,3062,Ribble,3070,North West,12
GB31230663,Cant Clough Reservoir,Lake,Calder,3062,Ribble,3070,North West,12
GB112071065110,Don,River,Calder,3062,Ribble,3070,North West,12
GB112071065090,Brun - headwaters to conf Don,River,Calder,3062,Ribble,3070,North West,12
GB112071065060,Calder - headwaters to conf Brun,River,Calder,3062,Ribble,3070,North West,12
GB112071065100,Brun - conf Don to conf Calder,River,Calder,3062,Ribble,3070,North West,12
GB31230590,Swinden Lower Reservoir,Lake,Calder,3062,Ribble,3070,North West,12
GB112071065080,Green Brook,River,Calder,3062,Ribble,3070,North West,12
GB31230459,Churn Clough Reservoir,Lake,Calder,3062,Ribble,3070,North West,12
GB31230585,Lee Green Reservoir,Lake,Calder,3062,Ribble,3070,North West,12
GB31230625,Hurstwood Reservoir,Lake,Calder,3062,Ribble,3070,North West,12
GB31230833,Mitchells House Reservoir No 2,Lake,Calder,3062,Ribble,3070,North West,12
GB112071065651,Main Drain (Ribble),River,Savick Brook and Fylde South Drains,3392,Ribble,3070,North West,12
GB112071065470,Savick Brook,River,Savick Brook and Fylde South Drains,3392,Ribble,3070,North West,12
GB31230519,Alston No 2 Reservoir,Lake,Savick Brook and Fylde South Drains,3392,Ribble,3070,North West,12
GB112071065680,Wrea Brook,River,Savick Brook and Fylde South Drains,3392,Ribble,3070,North West,12
GB112071065650,Liggard Brook,River,Savick Brook and Fylde South Drains,3392,Ribble,3070,North West,12
GB112071065670,Dow Brook,River,Savick Brook and Fylde South Drains,3392,Ribble,3070,North West,12
GB112071065460,Deepdale Brook,River,Savick Brook and Fylde South Drains,3392,Ribble,3070,North West,12
GB112071065530,Swanside Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065520,Bashall Brook,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065580,Wigglesworth Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065550,Holden Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065570,Skirden Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065600,Long Preston Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065612,Ribble DS Stock Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065510,Mearley Brook,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065613,Ribble (Long Preston to Stock Beck),River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065540,Stock Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065590,Rathmell Beck,River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB112071065614,Ribble (Stainforth to Long Preston Beck),River,Middle Ribble - Settle to Calder,3316,Ribble,3070,North West,12
GB31230030,Stocks Reservoir,Lake,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065380,Easington Brook,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065420,Whitendale river,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065430,Hodder - headwaters to Stocks Reservoir,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065370,Langden Brook,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065320,Loud - Upper,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065400,Brennand,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065350,Hodder - conf Croasdale Bk to conf Easington Bk,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065560,Hodder - conf Easington Bk to conf Ribble,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065340,Loud - Lower,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065440,Bottoms Beck,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065330,Chipping Brook,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065410,Croasdale Beck,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065390,Hodder - Stocks Reservoir to conf Croasdale Bk,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB112071065360,Dunsop,River,Hodder and Loud,3223,Ribble,3070,North West,12
GB31230883,Fishmoor Reservoir,Lake,Darwen,3124,Ribble,3070,North West,12
GB112071065250,Roddlesworth,River,Darwen,3124,Ribble,3070,North West,12
GB112071065300,Darwen - conf Roddlesworth to tidal,River,Darwen,3124,Ribble,3070,North West,12
GB31231039,Earnsdale Reservoir,Lake,Darwen,3124,Ribble,3070,North West,12
GB112071065290,Darwen - conf Blakewater to conf Roddlesworth,River,Darwen,3124,Ribble,3070,North West,12
GB112071065270,Darwen - conf Davy Field Bk to conf Blakewater,River,Darwen,3124,Ribble,3070,North West,12
GB112071065260,Davyfield Brook,River,Darwen,3124,Ribble,3070,North West,12
GB31231043,Sunnyhurst Hey Reservoir,Lake,Darwen,3124,Ribble,3070,North West,12
GB112071065310,Blakewater,River,Darwen,3124,Ribble,3070,North West,12
GB112071065240,Darwen - headwaters to conf Davy Field Bk,River,Darwen,3124,Ribble,3070,North West,12
GB31230958,Pickup Bank Reservoir,Lake,Darwen,3124,Ribble,3070,North West,12
GB112071065280,Many Brooks,River,Darwen,3124,Ribble,3070,North West,12
GB31230893,Guide Reservoir,Lake,Darwen,3124,Ribble,3070,North West,12
GB112071065700,Duddel Brook,River,Big Ribble,3033,Ribble,3070,North West,12
GB112071065500,Ribble - conf Calder to tidal,River,Big Ribble,3033,Ribble,3070,North West,12
GB31230522,Alston No 1 Reservoir,Lake,Big Ribble,3033,Ribble,3070,North West,12
GB112071065710,Showley Brook,River,Big Ribble,3033,Ribble,3070,North West,12
GB31230531,Alston Reservoirs,Lake,Big Ribble,3033,Ribble,3070,North West,12
GB112071071570,Ribble - conf Cam Beck to Brants Ghyll,River,Limestone Ribble,3254,Ribble,3070,North West,12
GB112071071600,Brantsghyll Beck,River,Limestone Ribble,3254,Ribble,3070,North West,12
GB112071065690,Cowside and Stainforth Beck,River,Limestone Ribble,3254,Ribble,3070,North West,12
GB112071071580,Cam Beck (Ribble),River,Limestone Ribble,3254,Ribble,3070,North West,12
GB112071065640,Ribble - Brants Ghyll to conf Stainforth Beck,River,Limestone Ribble,3254,Ribble,3070,North West,12
GB112071071590,Ribble - headwaters to conf Cam Beck,River,Limestone Ribble,3254,Ribble,3070,North West,12
