WBID,name,type,OC,OC_num,MC,MC_num,RBD,RBD_num
GB104027064001,Holgate Beck to Ouse,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063820,New Parks Beck from Huby Burn to River Kyle,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063920,Derrings Beck from Source to River Kyle,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063870,Kyle from Alne Beck to Derrings Beck,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB30447001,Moor Monkton Storage Reservoir,Lake,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063780,Hurns Gutterfrom Source to River Ouse,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068270,Kyle from Source to Alne Beck,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063910,Alne Beck from Source to River Kyle,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063830,New Parks Beck from Source to Huby Burn,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063720,Foss Dike,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063840,Linton on Ouse Airefield catch (trib of Kyle),River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069593,Ouse from River Nidd to Stillingfleet Beck,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063900,Huby Burn from Source to New Parks Beck,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063730,The Foss,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063790,Kyle from New Parks Beck to River Ouse,River,Upper Ouse Yorkshire,3499,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069200,Laver from Source to Carlexmoor Beck,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069260,Kex Beck and the Laver,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069270,Leighton Beck from Source to River Burn,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069461,Ure from Thornton Steward Beck to River Skell,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027064130,Skell from Source to River Laver,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027063800,Ouse from Source to River Ure,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069310,Burn from Leighton Beck to River Ure,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069190,Laver from Carlesmoor Beck to Kex Beck,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027064100,Tutt Catchment (Trib of Ure),River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027064110,Holbeck Catchment,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069210,Carlesmoor Beck from Source to River Laver,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027064140,Skell from River Laver to River Ure,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069300,Burn from Source to Leighton Beck,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB30429697,Black Heath Pond,Lake,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027064161,Ure from River Skell to River Tutt,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB30429769,Lumley Moor Reservoir,Lake,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB30429634,Roundhill Reservoir,Lake,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB30429612,Leighton Reservoir,Lake,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027064162,Ure from River Tutt to River Swale,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069592,Ouse from River Ure to River Nidd,River,Middle and Lower Ure,3309,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068960,Brompton Bk from Source to Newton Bk,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068800,Ings Goit from Source to Burneston Beck,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068930,Swale from Bedale Beck to River Wiske,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068970,Scurf Beck from Source to Bedale Beck,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068940,Bedale/Newton/Burton Bk from Source to Brompton Bk,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069020,Sand Beck from Source to River Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068841,Old Stell Catchment (trib of Bedale Beck),River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068850,Healam Beck from Burniston Bk to River Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069122,Swale from Clapgate Beck to Bedale Beck,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069160,Scorton Beck from Source to River Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068920,Bedale/Newton/Burton Bk - Brompton Bk to Rand,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068910,Bedale/Newton/Burton Bk from Rand Bk to R Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069180,Skeeby/Holme/Dalton Bk from Source to River Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069060,The Stell/Rawcar Beck from Source to River Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027068990,Brough Bk/Scotton Bk from Source to River Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104027069000,Colburn Beck/Risedale Bk from Source to R Swale,River,Middle Swale,3317,"Swale, Ure, Nidd and Upper Ouse",3088,Humber,4
GB104028058240,Warping Drain Catchment (trib of Trent),River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028064340,Torne/Three Rivers from Mother Drain to Trent,River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058430,S Lev Engine Drain Catchment (trib of Trent),River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058440,Mother Drain from Source to Torne,River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028064350,North Soak Drain Catchment (trib of Torne/Three Rivers),River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058400,Torne from Ruddle to St Catherine's Well Stream,River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058370,Torne from Source to Ruddle (Paper Mill Dyke),River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058380,Ruddle (Paper Mill Dyke) from Source to Torne,River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058420,St Catherine's Well Stream from Source to Torne,River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028064330,Hatfield Waste Drain Catchment (trib of Torne/Three Rivers),River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058410,Torne from St Catherine's Well Stream to Mother Drain,River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058241,Ferry Drain Catchment (trib of Trent),River,Isle of Axholme,3234,Idle and Torne,3041,Humber,4
GB104028058060,Meden from Sookholme Brook to Maun,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058020,Meden from Source to Sookholme Brook,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058230,Oldcotes Dyke Catchment (trib of Ryton),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028052960,Maun from Source to Vicar Water,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058092,Idle from Tiln to  Ryton,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058130,Poulter from Source to Millwood Brook,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028052980,Gallow Hole Dyke Catchment (trib of Rainworth Water),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058140,Poulter from Millwood Brook to Maun,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058110,Idle from Ryton to Trent,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB30433100,Welbeck Great Lake,Lake,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058220,Ranskill Brook Catchment (trib of Idle),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058170,Owlands Wood Dyke from Source to Hodscok Brook,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058150,Millwood Brook Catchment (trib of Poulter),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB30447020,Clumber Park Lake West,Lake,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028052950,Vicar Water from Source to Maun,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058190,Hodsock Bk (to Oldcoates Dyke),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB30433056,Clumber Lake,Lake,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058080,Maun from Rainworth Water to Poulter,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB30432240,Misson Line Bank,Lake,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058162,Ryton from Chesterfield Canal to Anston Brook,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058050,Sookholme Brook Catchment (trib of Meden),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058040,Maun from Vicar Water to Rainworth Water,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028052970,Rainworth Water from Gallow Hole Dyke to Maun,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058210,Anston Brook from Source to Ryton,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058070,Bevercotes Beck Catchment (trib of Maun),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB30433316,Thoresby Lake,Lake,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028052940,Rainworth Water from Source to Gallow Hole Dyke,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058161,Broad Bridge Dyke Catchment (trib of Chesterfield Canal),River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058091,Idle from Maun/Poulter to Tiln,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028058100,Ryton from Anston Brook to Idle,River,Idle River,3229,Idle and Torne,3041,Humber,4
GB30433908,L Lake,Lake,Idle River,3229,Idle and Torne,3041,Humber,4
GB104028052330,Amber from Alfreton Brook to Derwent,River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052370,Press Brook Catchment (trib of Amber),River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052720,Ecclesborne Catchment (trib of Derwent),River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052360,Westwood Brook Catchment (trib of Alfreton Brook),River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052320,Alfreton Brook from Westwood Brook to Amber,River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB30433781,Ogston Reservoir,Lake,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052300,Bottle Brook Catchment (trib of Derwent),River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052340,Amber from Press Brook to Alfreton Brook,River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052310,Derwent from Amber to Bottle Brook,River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052380,Amber from Source to Press Brook,River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052610,Blackbrook Catchment (trib of Derwent),River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028052350,Alfreton Brook from Source to Westwood Brook,River,Derwent Middle - Derbyshire,3135,Derwent Derbyshire,3026,Humber,4
GB104028057890,Noe from Source to Peakshole Water,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057860,Peakshole Water Catchment (trib of Noe),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057930,Ashop from Source to Alport,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057880,Derwent from Westend to Wye,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057850,Noe from Peakshole Water to Derwent,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB30432359,Derwent Upper Reservoir,Lake,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB30432459,Ladybower Reservoir,Lake,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057820,Wye from Monk's Dale to Derwent,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057810,Bar Brook,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028052390,Derwent from Wye to Amber,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057830,Highlow Brook Catchment (trib of Derwent),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057960,Derwent from Source to Westend,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028058460,Wye from Source to Monk's Dale,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028053450,Bradford Catchment (trib of Lathkill),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028053460,Lathkill from Bradford to Wye,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028058470,Monk's Dale Catchment (trib of Wye),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057940,Alport Catchment (trib of Ashop),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057910,Ashop from Alport to Derwent,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057870,Hood Brook Catchment (Trib of Derwent),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028052810,Bentley Brook Catchment (trib of Derwent),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057900,Highshore Clough Catchment (trib of Derwent),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057800,Blackleach Brook from Source to Bar Brook,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028058450,Lathkill from Source to Bradford,River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028052760,Lea Brook Catchment (trib of Derwent),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028057950,Westend Catchment (trib of Derwent),River,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB30432299,Howden Reservoir,Lake,Derwent Upper -  Derbyshire,3137,Derwent Derbyshire,3026,Humber,4
GB104028053240,Derwent from Bottle Brook to Trent,River,Derwent Lower - Derbyshire,3134,Derwent Derbyshire,3026,Humber,4
GB104028052830,Markeaton Brook from  Mackworth Brook to Derwent,River,Derwent Lower - Derbyshire,3134,Derwent Derbyshire,3026,Humber,4
GB104028052840,Mackworth Brook Catchment (trib of Markeaton Brook),River,Derwent Lower - Derbyshire,3134,Derwent Derbyshire,3026,Humber,4
GB104028052850,Markeaton Brook from Source to Mackworth Brook,River,Derwent Lower - Derbyshire,3134,Derwent Derbyshire,3026,Humber,4
GB30434709,Kedleston Hall Lower Lake,Lake,Derwent Lower - Derbyshire,3134,Derwent Derbyshire,3026,Humber,4
GB104028052430,Chaddesden Brook Catchment (trib of Derwent),River,Derwent Lower - Derbyshire,3134,Derwent Derbyshire,3026,Humber,4
GB104026066890,Foredyke Stream Upper,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066901,Scorborough Beck,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066820,High Hunsley to Woodmansey Area,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066941,Ella Dyke,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066800,Holderness Drain from Fordyke Stream to Humber,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066750,Fleet Drain,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066910,Fordyke Stream Lower to Holderness Dr,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066980,Middleton on the Wolds and Watton Beck,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066790,Conistone Ganstead Area,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066841,High Hunsley to Arram Area,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026067211,Beverley and Barmston Drain,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066950,Holderness Drain Source to Fordyke Stream,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066860,Lambwath Stream from Source to Foredyke Stream,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066960,Bryan Mills Beck Source to Bryan Mills Farm,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026067212,Hull from Arram Beck to Humber,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026066970,Catchwater Drain,River,Lower Hull,3274,Hull and East Riding,3039,Humber,4
GB104026067000,Hull from West Beck to Arram Beck,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026066990,Mickley Dike Catchment,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067080,West Beck Upper,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067090,Nafferton Beck from Source to  to Driffield Canal,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067021,Old Howe/Frodingham Beck to R Hull,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067010,Scurf Dike from Source to River Hull,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067130,Garton Wold / Water Forlorns,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067040,West Beck Lower to River Hull,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067041,Skerne Beck,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067031,Wellsprings Drain/Eastburn Beck/Driffield Trout Stream,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026067101,Lowthorpe/Kelk/Foston Bks from Source to Frodingham Beck,River,Upper Hull,3492,Hull and East Riding,3039,Humber,4
GB104026066660,Mill Beck 2 (Ellerker Area),River,Foulness,3191,Hull and East Riding,3039,Humber,4
GB104026066690,Foulness from Black Beck to Market Weighton Canal,River,Foulness,3191,Hull and East Riding,3039,Humber,4
GB104026066670,Mill Beck 3 (N Cave to High Humsley Area),River,Foulness,3191,Hull and East Riding,3039,Humber,4
GB104026066680,Mill Beck 4 (N and S Newbald Area),River,Foulness,3191,Hull and East Riding,3039,Humber,4
GB104026066720,Foulness from Source to Black Beck (South),River,Foulness,3191,Hull and East Riding,3039,Humber,4
GB104026066610,Humbleton Beck Catchment,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026066570,Winestead Drain from Source to Humber,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026067200,Burstwick Drain from Source to Humber,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026067230,Sands/Keyingham/Roos Dr from Source to Humber,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026066530,Fosse drain / Skeffling Drain,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026066600,Oldfleet/Wyton/Sproatley Drain from Source to Humber,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026066590,Burton Pidsea Drain Lower Catchment,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026066510,Ottringham Drain from Ottringham Grange to Humber,River,Burstwick and Eastern Drains,3057,Hull and East Riding,3039,Humber,4
GB104026066630,Gransmoor Drain (Burton Agnes to  Lissett Area),River,Barmston Sea Drain,3025,Hull and East Riding,3039,Humber,4
GB104026066640,Earls Dyke from Source to North Sea,River,Barmston Sea Drain,3025,Hull and East Riding,3039,Humber,4
GB104026077780,Barmston Sea Drain from Skipsea Drain to N Sea,River,Barmston Sea Drain,3025,Hull and East Riding,3039,Humber,4
GB30430244,Hornsea Mere,Lake,Barmston Sea Drain,3025,Hull and East Riding,3039,Humber,4
GB104026066620,Steam Dyke Hornsea Mere to N Sea,River,Barmston Sea Drain,3025,Hull and East Riding,3039,Humber,4
GB104026077770,Barmston Sea Drain / Skipsea Drain to Conf,River,Barmston Sea Drain,3025,Hull and East Riding,3039,Humber,4
GB104026066650,Auburn Beck from Source to North Sea,River,Barmston Sea Drain,3025,Hull and East Riding,3039,Humber,4
GB104026072790,Gypsey Race from Source to North Sea,River,Gypsey Race,3214,Hull and East Riding,3039,Humber,4
GB104026072780,Danes Dyke,River,Gypsey Race,3214,Hull and East Riding,3039,Humber,4
GB40402G992200,Idle Torne - Secondary Mudrocks,Groundwater,Idle Torne - Secondary Mudrocks,1104,Humber GW,1006,Humber,4
GB40401G444500,Blisworth Limestone Rutland formation,Groundwater,Blisworth Limestone Rutland formation (Humber),1016,Humber GW,1006,Humber,4
GB40402G700800,Derwent North Yorkshire Moors Ravenscar,Groundwater,Derwent North Yorkshire Moors Ravenscar,1062,Humber GW,1006,Humber,4
GB40402G304600,Staffordshire Trent Valley - Coal Measures Stoke,Groundwater,Staffordshire Trent Valley - Coal Measures Stoke,1200,Humber GW,1006,Humber,4
GB40401G103100,Derwent - Carboniferous Limestone,Groundwater,Derwent - Carboniferous Limestone,1056,Humber GW,1006,Humber,4
GB40401G302000,Dove - PT Sandstone Leek,Groundwater,Dove - PT Sandstone Leek,1070,Humber GW,1006,Humber,4
GB40402G990600,Soar - Secondary Combined,Groundwater,Soar - Secondary Combined,1189,Humber GW,1006,Humber,4
GB40402G303200,Lower Trent Erewash - Coal Measures,Groundwater,Lower Trent Erewash - Coal Measures,1125,Humber GW,1006,Humber,4
GB40402G303000,Dove - Millstone Grit/ Coal Measures,Groundwater,Dove - Millstone Grit/ Coal Measures,1069,Humber GW,1006,Humber,4
GB40402G990800,Tame Anker Mease - Secondary Combined,Groundwater,Tame Anker Mease - Secondary Combined,1226,Humber GW,1006,Humber,4
GB40401G401500,Grimsby Ancholme Louth Chalk Unit,Groundwater,Grimsby Ancholme Louth Chalk Unit,1096,Humber GW,1006,Humber,4
GB40401G701200,Derwent Vale of Pickering Corallian Limestone,Groundwater,Derwent Vale of Pickering Corallian Limestone,1064,Humber GW,1006,Humber,4
GB40401G701800,SUNO Magnesian Limestone,Groundwater,SUNO Magnesian Limestone,1207,Humber GW,1006,Humber,4
GB40401G302700,Tame Anker & Mease - PT Sandstone Nuneaton & Meriden,Groundwater,Tame Anker and Mease - PT Sandstone Nuneaton and Meriden,1221,Humber GW,1006,Humber,4
GB40401G700700,HUll & East Riding Chalk,Groundwater,Hull and East Riding Chalk,1101,Humber GW,1006,Humber,4
GB40402G990200,East Riding Mercia Mudstone,Groundwater,East Riding Mercia Mudstone,1077,Humber GW,1006,Humber,4
GB40402G700500,Wharfe & Lower Ouse Millstone Grit and Carb Limestone,Groundwater,Wharfe and Lower Ouse Millstone Grit and Carb Limestone,1280,Humber GW,1006,Humber,4
GB40402G300400,Staffordshire Trent Valley - Merica Mudstone West,Groundwater,Staffordshire Trent Valley - Merica Mudstone West,1202,Humber GW,1006,Humber,4
GB40402G990400,Derwent - Secondary Combined,Groundwater,Derwent - Secondary Combined,1058,Humber GW,1006,Humber,4
GB40402G990300,Lower Trent Erewash - Secondary Combined,Groundwater,Lower Trent Erewash - Secondary Combined,1127,Humber GW,1006,Humber,4
GB40401G702100,SUNO Sherwood Sandstone,Groundwater,SUNO Sherwood Sandstone,1210,Humber GW,1006,Humber,4
GB40402G701900,SUNO Millstone Grit and Carboniferous Limestone,Groundwater,SUNO Millstone Grit and Carboniferous Limestone,1209,Humber GW,1006,Humber,4
GB40401G700900,Aire & Don Magnesian Limestone.,Groundwater,Aire and Don Magnesian Limestone,1002,Humber GW,1006,Humber,4
GB40402G303600,Tame Anker Mease - Coal Measures Swadlincote,Groundwater,Tame Anker Mease - Coal Measures Swadlincote,1223,Humber GW,1006,Humber,4
GB40401G301500,Idle Torne - PT Sandstone Nottinghamshire&Doncaster,Groundwater,Idle Torne - PT Sandstone NottinghamshireandDoncaster,1103,Humber GW,1006,Humber,4
GB40401G702500,Derwent Malton Corallian Limestone,Groundwater,Derwent Malton Corallian Limestone,1061,Humber GW,1006,Humber,4
GB40401G701100,Wharfe Magnesian Limestone,Groundwater,Wharfe Magnesian Limestone,1282,Humber GW,1006,Humber,4
GB40401G300500,Staffordshire Trent Valley - PT Sandstone Staffordshire,Groundwater,Staffordshire Trent Valley - PT Sandstone Staffordshire,1204,Humber GW,1006,Humber,4
GB40401G302800,Soar - PT Sandstone,Groundwater,Soar - PT Sandstone,1188,Humber GW,1006,Humber,4
GB40401G301800,Lower Trent  Erewash - Magnesian Limestone,Groundwater,Lower Trent  Erewash - Magnesian Limestone,1124,Humber GW,1006,Humber,4
GB40402G990500,Dove - Mercia Mudstone,Groundwater,Dove - Mercia Mudstone,1068,Humber GW,1006,Humber,4
GB40402G702300,Esk & Yorkshire Coast Ravenscar,Groundwater,Esk and Yorkshire Coast Ravenscar,1082,Humber GW,1006,Humber,4
GB40401G301200,Tame Anker Mease - PT Sandstone Burton,Groundwater,Tame Anker Mease - PT Sandstone Burton,1225,Humber GW,1006,Humber,4
GB40402G444700,Cornbrash,Groundwater,Cornbrash (Humber),1049,Humber GW,1006,Humber,4
GB40402G445800,Grimsby Ancholme Frodingham Ironstone Unit,Groundwater,Grimsby Ancholme Frodingham Ironstone Unit,1095,Humber GW,1006,Humber,4
